id,pais,region,sexo,edad,ingresos_padres,educ_padres,educ_hijo,ingresos_hijo,ocupacion_hijo
1279,España,Asturias,mujer,29,13439.57,Primaria,Sin estudios,13168.73,Servicios básicos
1280,España,Cataluña,mujer,37,22578.04,FP,Universidad,34780.42,Especialista
1281,España,Extremadura,mujer,43,27096.89,Secundaria,Secundaria,21858.74,Técnico/a junior
1282,España,Galicia,hombre,46,21350.79,FP,Universidad,26928.27,Técnico/a
1283,España,Comunidad Valenciana,no_binario,32,18763.02,Primaria,Secundaria,16822.19,Técnico/a junior
1284,España,Andalucía,hombre,33,21851.52,Secundaria,FP,30822.95,Técnico/a
1285,España,Castilla y León,hombre,41,14533.56,Secundaria,Secundaria,20362.28,Técnico/a junior
1286,España,Cataluña,mujer,27,17717.38,FP,FP,24160.02,Técnico/a
1287,España,Aragón,hombre,43,12820.18,Primaria,Primaria,14443.86,Servicios básicos
1288,España,Castilla y León,mujer,35,17345.09,FP,Secundaria,15506.01,Técnico/a junior
1289,España,Andalucía,hombre,48,20745.29,Universidad,Universidad,26923.94,Técnico/a
1290,España,Aragón,no_binario,41,17932.87,FP,FP,24805.87,Técnico/a
1291,España,Castilla-La Mancha,hombre,45,27430.6,Universidad,Universidad,28325.68,Técnico/a
1292,España,Asturias,no_binario,43,15124.03,FP,Universidad,24440.84,Técnico/a
1293,España,Comunidad Valenciana,hombre,26,19275.52,Secundaria,Secundaria,19388.15,Técnico/a junior
1294,España,Galicia,mujer,32,16581.68,Primaria,Primaria,,Técnico/a
1295,España,Madrid,mujer,43,18055.01,Secundaria,Primaria,18057.31,Técnico/a junior
1296,España,Baleares,hombre,31,16760.24,Secundaria,FP,27233.67,Técnico/a
1297,España,Asturias,mujer,52,31661.07,Universidad,Postgrado,42937.93,Especialista
1298,España,Aragón,hombre,51,25800.12,FP,FP,25123.3,Técnico/a
1299,España,Extremadura,no_binario,41,16517.49,Secundaria,FP,19704.79,Técnico/a junior
1300,España,Galicia,mujer,30,16618.09,FP,Universidad,28161.48,Técnico/a
1301,España,Andalucía,hombre,43,16444.12,FP,Universidad,18597.53,Técnico/a junior
1302,España,País Vasco,hombre,48,19621.96,Primaria,Primaria,22503.6,Técnico/a
1303,España,Andalucía,hombre,30,12632.38,Primaria,Primaria,10402.49,Servicios básicos
1304,España,Comunidad Valenciana,hombre,52,20155.47,FP,FP,27876.8,Técnico/a
1305,España,La Rioja,hombre,26,15765.09,Secundaria,Secundaria,18211.95,Técnico/a junior
1306,España,Murcia,hombre,30,23937.27,Universidad,FP,25186.66,Técnico/a
1307,España,La Rioja,hombre,47,14953.81,Secundaria,Secundaria,16194.34,Técnico/a junior
1308,España,Madrid,mujer,29,28386.42,,Secundaria,22207.28,Técnico/a
1309,España,Castilla y León,mujer,43,19382.47,Secundaria,FP,27639.28,Técnico/a
1310,España,Madrid,hombre,44,18221.02,Secundaria,Secundaria,22024.69,Técnico/a
1311,España,Aragón,mujer,28,27701.85,FP,FP,38632.42,Especialista
1312,España,Navarra,hombre,46,27167.75,FP,FP,24296.91,Técnico/a
1313,España,Comunidad Valenciana,hombre,50,21679.55,Universidad,FP,22103.06,Técnico/a
1314,España,Madrid,mujer,41,22807.6,Universidad,Universidad,28776.48,Técnico/a
1315,España,Cataluña,hombre,35,14913.9,Primaria,Primaria,18244.38,Técnico/a junior
1316,España,Galicia,hombre,28,20862.41,Secundaria,FP,29467.92,Técnico/a
1317,España,Comunidad Valenciana,hombre,50,24368.81,FP,Secundaria,26501.45,Técnico/a
1318,España,La Rioja,mujer,37,22684.64,Secundaria,FP,19607.12,Técnico/a junior
1319,España,Aragón,mujer,44,19682.51,Secundaria,Secundaria,25071.55,Técnico/a
1320,España,Andalucía,mujer,50,16170.86,FP,FP,23979.88,Técnico/a
1321,España,Canarias,hombre,41,20856.34,FP,Universidad,29058.11,Técnico/a
1322,España,Asturias,mujer,33,20539.9,Secundaria,FP,21397.27,Técnico/a junior
1323,España,Murcia,hombre,28,17504.44,FP,Universidad,23307.87,Técnico/a
1324,España,Canarias,mujer,47,17532.73,Secundaria,Secundaria,20369.46,Técnico/a junior
1325,España,País Vasco,mujer,52,20320.77,FP,Universidad,28376.47,Técnico/a
1326,España,Castilla y León,hombre,38,23270.65,Universidad,Universidad,33358.11,Especialista
1327,España,Baleares,hombre,43,13155.69,Sin estudios,Sin estudios,14974.05,Servicios básicos
1328,España,Madrid,mujer,50,16007.23,Secundaria,Secundaria,14693.97,Servicios básicos
1329,España,Galicia,mujer,52,22836.86,FP,Universidad,23958.93,Técnico/a
1330,España,Cataluña,mujer,27,14169.58,FP,Secundaria,16248.6,Técnico/a junior
1331,España,Comunidad Valenciana,mujer,38,19482.7,Secundaria,Secundaria,19845.5,Técnico/a junior
1332,España,La Rioja,hombre,32,30026.86,Postgrado,Postgrado,37748.76,Especialista
1333,España,Canarias,mujer,48,17644.33,Secundaria,FP,22521.04,Técnico/a
1334,España,País Vasco,mujer,51,16408.55,FP,FP,25928.28,Técnico/a
1335,España,País Vasco,mujer,52,16387.58,Secundaria,FP,23420.28,Técnico/a
1336,España,Galicia,hombre,25,16181.51,Secundaria,FP,20836.31,Técnico/a junior
1337,España,Baleares,no_binario,34,17064.69,FP,Universidad,34343.48,Especialista
1338,España,Galicia,mujer,42,16664.23,FP,Universidad,29177.35,Técnico/a
1339,España,Andalucía,hombre,40,11808.45,Sin estudios,Sin estudios,16145.78,Técnico/a junior
1340,España,Andalucía,mujer,32,23707.33,Universidad,Postgrado,36077.38,Especialista
1341,España,Canarias,mujer,25,15363.27,Secundaria,FP,14441.34,Servicios básicos
1342,España,Cataluña,hombre,36,21817.15,Universidad,Universidad,28398.99,Técnico/a
1343,España,Murcia,hombre,32,17323.46,Primaria,Secundaria,18282.84,Técnico/a junior
1344,España,La Rioja,hombre,48,16743.45,Secundaria,FP,19041.02,Técnico/a junior
1345,España,Madrid,hombre,40,29840.19,FP,Universidad,31043.62,Técnico/a
1346,España,Castilla-La Mancha,mujer,42,16612.42,Secundaria,FP,23284.56,Técnico/a
1347,España,Castilla y León,hombre,28,17340.1,Primaria,Sin estudios,21682.71,Técnico/a junior
1348,España,Castilla-La Mancha,mujer,30,13496.92,Primaria,Sin estudios,15317.74,Técnico/a junior
1349,España,País Vasco,hombre,36,27511.11,Secundaria,Secundaria,29574.24,Técnico/a
1350,España,Andalucía,mujer,51,16404.4,FP,Secundaria,19233.11,Técnico/a junior
1351,España,Murcia,hombre,33,34784.66,Universidad,Universidad,33850.23,Especialista
1352,España,Comunidad Valenciana,mujer,39,18231.66,Secundaria,Secundaria,23421.43,Técnico/a
1353,España,Cataluña,mujer,40,20947.31,FP,FP,21878.47,Técnico/a junior
1354,España,La Rioja,hombre,48,23138.06,Secundaria,FP,18579.67,Técnico/a junior
1355,España,Cataluña,mujer,36,19498.52,Secundaria,Primaria,15892.48,Técnico/a junior
1356,España,Murcia,hombre,48,19947.61,Secundaria,Secundaria,23963.98,Técnico/a
1357,España,Navarra,mujer,47,25172.24,FP,FP,26432.05,Técnico/a
1358,España,Castilla-La Mancha,mujer,38,20203.85,Universidad,Universidad,28315.3,Técnico/a
1359,España,Cantabria,mujer,37,15389.73,Secundaria,Primaria,22902.07,Técnico/a
1360,España,Comunidad Valenciana,mujer,49,25677.22,Universidad,Universidad,26078.39,Técnico/a
1361,España,Navarra,hombre,26,24912.63,Secundaria,Primaria,25104.21,Técnico/a
1362,España,Baleares,mujer,27,16087.91,Primaria,Secundaria,20161.17,Técnico/a junior
1363,España,Extremadura,hombre,50,20293.09,FP,Universidad,25129.56,Técnico/a
1364,España,Extremadura,hombre,48,22139.48,Universidad,FP,24882.57,Técnico/a
1365,España,La Rioja,mujer,54,21692.97,Secundaria,Secundaria,22593.91,Técnico/a
1366,España,Asturias,hombre,46,29534.84,Universidad,Universidad,31635.17,Técnico/a
1367,España,La Rioja,hombre,34,19468.82,FP,FP,25388.39,Técnico/a
1368,España,Navarra,hombre,33,21991.77,Universidad,Universidad,28325.61,Técnico/a
1369,España,Baleares,mujer,50,29870.28,FP,FP,31216.31,Técnico/a
1370,España,Canarias,mujer,44,20235.88,FP,FP,,Técnico/a
1371,España,País Vasco,hombre,32,24711.91,FP,Secundaria,26729.02,Técnico/a
1372,España,Baleares,hombre,34,18815.36,Secundaria,Secundaria,18174.64,Técnico/a junior
1373,España,Murcia,hombre,43,18715.13,Secundaria,FP,19111.8,Técnico/a junior
1374,España,Cataluña,mujer,27,18446.41,Secundaria,FP,24179.35,Técnico/a
1375,España,Canarias,hombre,48,14696.68,Secundaria,FP,22754.19,Técnico/a
1376,España,Murcia,mujer,29,26154.46,FP,FP,34121.82,Especialista
1377,España,Cataluña,hombre,27,21697.82,Secundaria,Secundaria,,Técnico/a
1378,España,Cataluña,mujer,50,17440.88,,FP,18688.02,Técnico/a junior
1379,España,Castilla y León,hombre,51,19382.99,Primaria,Secundaria,17956.48,Técnico/a junior
1380,España,Comunidad Valenciana,mujer,40,18329.07,Secundaria,Secundaria,22554.2,Técnico/a
1381,España,Asturias,mujer,41,17898.44,Secundaria,Secundaria,16658.31,Técnico/a junior
1382,España,Castilla-La Mancha,hombre,39,22306.0,FP,FP,20112.12,Técnico/a junior
1383,España,País Vasco,mujer,27,22220.14,FP,FP,29883.47,Técnico/a
1384,España,Canarias,mujer,36,11637.2,Secundaria,Primaria,17140.15,Técnico/a junior
1385,España,Galicia,mujer,33,30162.59,Postgrado,Postgrado,31927.2,Técnico/a
1386,España,Castilla y León,hombre,45,15642.22,FP,FP,18191.2,Técnico/a junior
1387,España,Madrid,hombre,36,17476.41,Primaria,Primaria,24379.65,Técnico/a
1388,España,Asturias,mujer,50,15855.98,Secundaria,Secundaria,22120.15,Técnico/a
1389,España,País Vasco,hombre,39,26377.5,FP,FP,25751.57,Técnico/a
1390,España,Cataluña,hombre,26,20455.17,Secundaria,Secundaria,16788.29,Técnico/a junior
1391,España,Canarias,mujer,47,13013.56,Sin estudios,Primaria,17010.3,Técnico/a junior
1392,España,Andalucía,hombre,42,12169.03,Primaria,Secundaria,16439.83,Técnico/a junior
1393,España,Baleares,hombre,44,27921.21,FP,Universidad,35851.83,Especialista
1394,España,Comunidad Valenciana,hombre,36,19367.29,Secundaria,Secundaria,22936.6,Técnico/a
1395,España,Castilla y León,mujer,47,23328.13,Secundaria,FP,21850.43,Técnico/a junior
1396,España,Madrid,hombre,28,20188.44,Universidad,Universidad,28714.66,Técnico/a
1397,España,Cataluña,hombre,47,23648.45,Universidad,Postgrado,33623.58,Especialista
1398,España,Canarias,mujer,40,16006.13,Secundaria,Secundaria,16181.44,Técnico/a junior
1399,España,Extremadura,mujer,47,16635.01,FP,FP,23800.7,Técnico/a
1400,España,Galicia,mujer,40,21934.1,FP,FP,24999.03,Técnico/a
1401,España,Asturias,mujer,25,27697.31,Universidad,Universidad,25843.35,Técnico/a
1402,España,Asturias,hombre,46,15221.01,Secundaria,Secundaria,21387.32,Técnico/a junior
1403,España,Andalucía,mujer,49,12567.31,,Primaria,14664.52,Servicios básicos
1404,España,La Rioja,mujer,26,29476.95,FP,Universidad,35037.8,Especialista
1405,España,Galicia,hombre,54,15333.72,FP,Universidad,20640.64,Técnico/a junior
1406,España,Cataluña,mujer,27,15180.85,Primaria,Secundaria,17851.24,Técnico/a junior
1407,España,Murcia,hombre,50,17316.42,Primaria,Primaria,18694.14,Técnico/a junior
1408,España,Madrid,mujer,45,24278.68,Secundaria,Secundaria,21838.84,Técnico/a junior
1409,España,Comunidad Valenciana,mujer,49,27887.74,Secundaria,Secundaria,23587.4,Técnico/a
1410,España,Murcia,mujer,44,24563.26,Secundaria,FP,21584.63,Técnico/a junior
1411,España,Baleares,mujer,41,16103.36,FP,FP,22773.03,Técnico/a
1412,España,Aragón,mujer,44,17739.45,Secundaria,Secundaria,19871.26,Técnico/a junior
1413,España,Canarias,hombre,46,19208.35,Secundaria,FP,23174.41,Técnico/a
1414,España,Andalucía,hombre,45,19568.68,Primaria,Primaria,17448.7,Técnico/a junior
1415,España,Comunidad Valenciana,mujer,54,22453.7,,Secundaria,23270.89,Técnico/a
1416,España,País Vasco,hombre,53,29523.4,Secundaria,Secundaria,28837.09,Técnico/a
1417,España,Andalucía,hombre,25,13843.13,Primaria,Primaria,16093.68,Técnico/a junior
1418,España,Aragón,hombre,44,19959.12,Secundaria,Primaria,16692.97,Técnico/a junior
1419,España,Cataluña,mujer,30,17246.78,Secundaria,FP,28527.12,Técnico/a
1420,España,País Vasco,mujer,53,24467.48,FP,Universidad,34339.67,Especialista
1421,España,Castilla y León,mujer,39,18986.02,FP,FP,19382.57,Técnico/a junior
1422,España,Cataluña,hombre,50,16927.18,FP,Universidad,30394.36,Técnico/a
1423,España,Andalucía,hombre,50,15336.55,FP,FP,24233.85,Técnico/a
1424,España,Asturias,mujer,38,13236.57,Primaria,Primaria,15875.33,Técnico/a junior
1425,España,País Vasco,mujer,44,16778.39,Secundaria,Secundaria,21843.5,Técnico/a junior
1426,España,País Vasco,hombre,39,20611.58,Universidad,FP,19481.58,Técnico/a junior
1427,España,Andalucía,hombre,38,30428.91,Universidad,Universidad,29935.01,Técnico/a
1428,España,País Vasco,no_binario,49,16783.4,Secundaria,Secundaria,24851.76,Técnico/a
1429,España,Extremadura,hombre,45,32121.37,Universidad,Universidad,31122.73,Técnico/a
1430,España,Murcia,mujer,48,17808.66,Secundaria,Primaria,17453.06,Técnico/a junior
1431,España,Cataluña,hombre,49,14666.76,FP,Universidad,23659.85,Técnico/a
1432,España,Cataluña,hombre,50,16653.05,Secundaria,Secundaria,22640.99,Técnico/a
1433,España,Cataluña,mujer,29,18073.82,Secundaria,Primaria,21672.38,Técnico/a junior
1434,España,Galicia,hombre,30,19884.01,Secundaria,Primaria,20324.69,Técnico/a junior
1435,España,Asturias,hombre,41,11704.88,Sin estudios,Primaria,11552.71,Servicios básicos
1436,España,Andalucía,mujer,35,14612.81,Secundaria,Secundaria,18949.22,Técnico/a junior
1437,España,Cantabria,hombre,40,12819.14,Sin estudios,Sin estudios,20621.32,Técnico/a junior
1438,España,Galicia,hombre,36,20612.59,Universidad,FP,26448.46,Técnico/a
1439,España,Baleares,hombre,39,26431.7,FP,Universidad,34581.48,Especialista
1440,España,Galicia,mujer,47,19344.87,Primaria,Primaria,11876.26,Servicios básicos
1441,España,País Vasco,mujer,28,18113.53,FP,FP,24404.78,Técnico/a
1442,España,Aragón,hombre,51,12711.48,Primaria,Sin estudios,20824.42,Técnico/a junior
1443,España,Galicia,mujer,42,19224.62,Secundaria,FP,27744.33,Técnico/a
1444,España,Cataluña,hombre,45,13593.17,Primaria,Primaria,19876.83,Técnico/a junior
1445,España,Murcia,hombre,52,19926.18,Secundaria,Secundaria,18449.12,Técnico/a junior
1446,España,Baleares,mujer,27,16312.29,Primaria,Primaria,19678.23,Técnico/a junior
1447,España,Galicia,hombre,46,17507.78,Secundaria,Secundaria,22585.68,Técnico/a
1448,España,Murcia,hombre,32,25930.88,Secundaria,FP,29801.05,Técnico/a
1449,España,País Vasco,mujer,47,19296.85,FP,FP,27039.66,Técnico/a
1450,España,Galicia,hombre,27,21236.21,FP,Universidad,30584.7,Técnico/a
1451,España,Cataluña,hombre,32,20501.25,Secundaria,Secundaria,23567.21,Técnico/a
1452,España,Extremadura,hombre,42,27003.53,Universidad,Postgrado,34659.63,Especialista
1453,España,Murcia,hombre,34,20685.22,,Secundaria,19702.15,Técnico/a junior
1454,España,Comunidad Valenciana,mujer,49,16522.44,FP,FP,23253.19,Técnico/a
1455,España,Andalucía,hombre,44,16387.43,Secundaria,Primaria,20938.1,Técnico/a junior
1456,España,País Vasco,hombre,41,25633.63,Universidad,Universidad,36219.52,Especialista
1457,España,Galicia,hombre,32,23918.36,FP,Secundaria,18500.13,Técnico/a junior
1458,España,Galicia,hombre,47,23245.63,FP,Universidad,24673.82,Técnico/a
1459,España,Canarias,mujer,35,15339.05,Secundaria,Primaria,20875.05,Técnico/a junior
1460,España,Galicia,hombre,53,20149.1,FP,Universidad,27583.89,Técnico/a
1461,España,Castilla-La Mancha,mujer,29,18440.51,Primaria,Sin estudios,18008.26,Técnico/a junior
1462,España,Galicia,mujer,50,24688.76,FP,FP,26559.04,Técnico/a
1463,España,Aragón,mujer,37,12610.54,Sin estudios,Primaria,22038.01,Técnico/a
1464,España,Galicia,hombre,45,23147.21,Universidad,Universidad,27130.8,Técnico/a
1465,España,País Vasco,hombre,47,22653.96,FP,Universidad,35725.94,Especialista
1466,España,Andalucía,hombre,29,35994.17,Universidad,Universidad,36910.27,Especialista
1467,España,País Vasco,hombre,48,26507.34,Secundaria,Secundaria,21197.9,Técnico/a junior
1468,España,Castilla-La Mancha,hombre,51,15483.64,FP,FP,18356.77,Técnico/a junior
1469,España,Murcia,hombre,37,14473.53,Secundaria,Secundaria,16388.48,Técnico/a junior
1470,España,Madrid,hombre,30,20404.18,,FP,30396.43,Técnico/a
1471,España,Comunidad Valenciana,mujer,53,20699.97,FP,FP,28168.33,Técnico/a
1472,España,La Rioja,mujer,29,18244.53,FP,FP,23873.73,Técnico/a
1473,España,Murcia,hombre,33,19031.55,FP,Universidad,24492.47,Técnico/a
1474,España,Castilla-La Mancha,hombre,51,23735.26,FP,FP,22214.14,Técnico/a
1475,España,Castilla y León,mujer,40,15990.87,Secundaria,Secundaria,23177.43,Técnico/a
1476,España,Galicia,mujer,26,33105.23,Universidad,Universidad,29932.68,Técnico/a
1477,España,Madrid,hombre,25,19894.25,Secundaria,Secundaria,23103.09,Técnico/a
1478,España,Madrid,mujer,32,15326.59,Secundaria,Secundaria,29440.25,Técnico/a
1479,España,Madrid,hombre,52,19408.28,Secundaria,Secundaria,21402.52,Técnico/a junior
1480,España,Cataluña,hombre,43,17746.25,FP,Secundaria,17933.17,Técnico/a junior
1481,España,Madrid,mujer,54,21744.26,Universidad,FP,21147.9,Técnico/a junior
1482,España,Aragón,mujer,35,14682.28,FP,Universidad,32231.01,Especialista
1483,España,Comunidad Valenciana,hombre,52,17889.96,Secundaria,Secundaria,21270.68,Técnico/a junior
1484,España,Andalucía,hombre,36,18301.53,Secundaria,Secundaria,17193.92,Técnico/a junior
1485,España,Castilla y León,hombre,36,22421.49,,FP,24078.45,Técnico/a
1486,España,Castilla y León,hombre,31,15107.56,FP,FP,18733.86,Técnico/a junior
1487,España,Castilla-La Mancha,mujer,50,18058.08,Secundaria,Secundaria,13603.69,Servicios básicos
1488,España,Galicia,hombre,37,14803.1,FP,FP,23659.17,Técnico/a
1489,España,Castilla-La Mancha,hombre,51,21270.63,Universidad,Universidad,27730.23,Técnico/a
1490,España,Cataluña,hombre,32,18297.38,FP,FP,27848.75,Técnico/a
1491,España,Canarias,mujer,53,16329.79,Primaria,Primaria,17436.49,Técnico/a junior
1492,España,Castilla-La Mancha,hombre,53,19175.68,Primaria,Secundaria,21088.41,Técnico/a junior
1493,España,Canarias,hombre,46,17439.11,FP,FP,14407.43,Servicios básicos
1494,España,Andalucía,mujer,52,14945.26,Secundaria,Secundaria,21902.83,Técnico/a junior
1495,España,Extremadura,mujer,50,21627.11,FP,Universidad,24008.13,Técnico/a
1496,España,Galicia,hombre,54,19956.12,FP,FP,20585.59,Técnico/a junior
1497,España,Extremadura,mujer,33,34470.07,Universidad,Universidad,33367.21,Especialista
1498,España,Cataluña,mujer,31,27043.06,FP,FP,23112.67,Técnico/a
1499,España,Castilla-La Mancha,mujer,50,21122.32,FP,Universidad,25487.51,Técnico/a
1500,España,Murcia,hombre,45,19606.29,Primaria,Primaria,16457.9,Técnico/a junior
